TUCASEID,GEMETSTA,GTMETSTA,PEEDUCA,PEHSPNON,PTDTRACE,TEAGE,TELFS,TEMJOT,TESCHENR,TESCHLVL,TESEX,TESPEMPNOT,TRCHILDNUM,TRDPFTPT,TRERNWA,TRHOLIDAY,TRSPFTPT,TRSPPRES,TRYHHCHILD,TUDIARYDAY,TUFNWGTP,TEHRUSLT,TUYEAR,TU20FWGT,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t18,t50
20210101210201,-1,1,40,2,1,23,5,-1,1,2,2,-1,0,-1,-1,0,-1,3,-1,5,50907175.262736,-1,2021,-1.000000,690,0,0,0,0,645,0,0,0,0,45,60,0,0,0,0,0,0
20210101210223,-1,1,35,2,1,15,5,-1,1,1,2,-1,2,-1,-1,0,-1,3,14,1,6592737.082261,-1,2021,-1.000000,720,0,0,0,0,535,0,0,0,0,80,105,0,0,0,0,0,0
20210101210240,-1,1,36,1,1,17,2,2,1,1,1,-1,1,2,5000,0,-1,3,17,4,31113337.724169,-4,2021,-1.000000,500,0,0,0,0,545,0,0,0,0,45,0,0,0,0,120,65,165
20210101210247,-1,1,39,2,1,20,5,-1,1,2,1,-1,0,-1,-1,0,-1,3,-1,1,12572893.012670,-1,2021,-1.000000,580,65,0,0,0,685,0,0,0,0,55,55,0,0,0,0,0,0
20210101210269,-1,1,39,1,1,24,1,2,1,2,2,1,0,1,46000,0,1,2,-1,6,10985893.694150,-4,2021,-1.000000,615,0,0,0,512,0,15,0,30,0,15,215,0,0,0,15,23,0
20210101210275,-1,1,44,2,1,24,1,2,1,2,1,-1,0,1,120000,0,-1,3,-1,3,27561756.766868,40,2021,-1.000000,380,85,0,0,560,90,0,0,0,0,50,120,80,0,0,0,75,0
20210101210276,-1,1,41,2,2,23,1,1,2,-1,1,-1,0,1,68000,0,-1,3,-1,2,6249858.039224,50,2021,-1.000000,525,22,0,0,540,0,0,0,0,0,70,250,0,0,0,0,0,33
20210101210285,-1,2,35,2,1,15,5,-1,1,1,1,-1,1,-1,-1,0,-1,3,15,1,6343673.344091,-1,2021,-1.000000,928,92,0,0,0,0,0,0,0,0,15,345,0,0,0,60,0,0
20210101210292,-1,1,36,2,4,17,5,-1,1,1,1,-1,2,-1,-1,0,-1,3,14,1,6032683.490334,-1,2021,-1.000000,730,210,4,0,40,0,5,0,0,0,55,321,0,0,0,0,75,0
20210101210295,-1,1,39,2,1,23,1,2,2,-1,1,2,1,1,91760,0,-1,1,5,1,7448055.222614,40,2021,-1.000000,665,0,0,0,570,0,0,0,0,0,60,40,0,0,0,0,105,0
20210101210322,-1,2,36,2,1,17,1,2,1,1,1,-1,1,2,-1,0,-1,3,17,6,14871992.901933,4,2021,-1.000000,295,0,0,21,0,403,0,0,0,0,55,448,180,0,0,0,38,0
20210101210339,-1,1,40,2,1,20,4,-1,1,2,2,-1,1,-1,-1,0,-1,3,17,1,16137783.341402,-1,2021,-1.000000,490,15,0,0,0,180,15,0,0,0,50,466,120,0,0,60,44,0
20210101210340,-1,1,39,2,2,18,1,2,2,-1,2,-1,1,2,33750,0,-1,3,11,3,29273824.701529,30,2021,-1.000000,600,0,0,0,410,0,0,0,0,0,25,325,0,0,0,0,75,5
20210101210536,-1,1,41,1,1,30,1,1,2,-1,1,-1,2,1,88000,0,-1,3,1,1,2779157.809290,57,2021,-1.000000,550,0,375,0,300,0,0,0,0,0,105,40,0,0,0,0,70,0
20210101210537,-1,1,42,2,1,66,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,1,5416340.989132,-1,2021,-1.000000,550,110,0,0,0,0,0,0,0,0,75,585,120,0,0,0,0,0
20210101210549,-1,2,40,2,1,25,1,2,1,2,2,1,1,2,30925,0,1,1,3,6,8041666.354966,30,2021,-1.000000,595,210,0,0,0,315,0,0,0,0,90,230,0,0,0,0,0,0
20210101210572,-1,1,40,2,1,61,1,2,-1,-1,1,2,0,1,75000,0,-1,1,-1,1,7339328.769388,48,2021,-1.000000,345,0,0,0,747,0,0,0,0,0,150,108,0,0,0,0,90,0
20210101210576,-1,1,40,2,2,49,1,1,2,-1,1,-1,0,1,-1,0,-1,3,-1,1,2233450.449129,80,2021,-1.000000,180,180,0,0,464,0,0,0,0,0,60,405,120,0,0,0,31,0
20210101210580,-1,2,39,1,1,64,1,2,-1,-1,1,1,1,1,-1,0,1,1,16,1,8546425.068222,50,2021,-1.000000,550,130,0,90,0,0,0,0,0,0,40,285,220,0,0,2,123,0
20210101210600,-1,2,42,2,1,65,1,2,-1,-1,2,2,0,1,80000,0,-1,1,-1,1,4738319.850513,40,2021,-1.000000,660,20,0,0,0,0,0,0,0,0,35,725,0,0,0,0,0,0
20210101210610,-1,1,39,2,1,67,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,5385238.103775,-1,2021,-1.000000,660,125,0,15,0,0,0,0,0,0,60,520,60,0,0,0,0,0
20210101210612,-1,1,42,2,3,53,1,2,-1,-1,2,1,0,1,40000,0,1,1,-1,1,3349800.115303,45,2021,-1.000000,725,61,0,120,0,0,95,0,0,0,30,258,0,0,0,0,21,130
20210101210618,-1,1,39,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2541186.548690,-1,2021,-1.000000,690,85,0,0,0,0,20,0,0,0,30,575,0,0,0,0,40,0
20210101210633,-1,1,44,2,1,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,8517763.399509,-1,2021,-1.000000,625,65,0,0,0,0,30,50,0,0,230,330,0,0,0,10,55,45
20210101210641,-1,1,43,1,1,41,2,2,2,-1,2,2,3,1,288461,0,-1,1,0,3,12777945.192787,40,2021,-1.000000,460,70,445,0,0,0,0,0,5,0,145,195,0,0,0,120,0,0
20210101210660,-1,1,45,2,1,54,1,1,-1,-1,1,1,1,1,-1,0,1,1,3,7,3982921.555460,57,2021,-1.000000,550,170,60,0,0,0,120,0,0,0,150,150,0,0,0,0,70,170
20210101210672,-1,1,40,2,6,80,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,6,12128610.383414,-1,2021,-1.000000,430,27,0,0,0,0,0,45,0,0,0,898,0,0,0,0,40,0
20210101210677,-1,1,44,2,1,52,1,2,-1,-1,1,-1,0,1,288461,0,-1,3,-1,1,2804358.041172,40,2021,-1.000000,510,255,0,0,0,0,60,0,0,0,90,445,60,0,0,0,20,0
20210101210693,-1,1,34,2,1,59,1,2,-1,-1,1,-1,0,1,134615,0,-1,3,-1,1,4755577.672769,38,2021,-1.000000,388,0,0,0,442,0,20,0,0,0,10,485,0,0,0,0,95,0
20210101210700,-1,1,39,2,1,52,5,-1,-1,-1,2,1,0,-1,-1,0,1,1,-1,7,9468564.270593,-1,2021,-1.000000,540,90,0,20,0,0,0,0,0,0,35,715,0,0,0,0,40,0
20210101210716,-1,1,43,2,1,65,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2307160.550364,-1,2021,-1.000000,600,0,0,0,0,0,5,0,0,0,90,700,0,0,0,15,30,0
20210101210721,-1,1,43,2,1,41,1,2,2,-1,2,-1,1,1,163461,0,-1,3,13,7,2033396.941984,50,2021,-1.000000,615,485,0,0,30,0,45,0,0,0,40,185,0,0,0,30,10,0
20210101210735,-1,1,44,2,1,36,1,2,2,-1,2,1,3,1,100000,0,1,1,4,1,4084475.598996,40,2021,-1.000000,645,120,240,0,0,0,0,0,0,0,120,255,0,60,0,0,0,0
20210101210741,-1,1,46,2,4,44,1,2,2,-1,1,1,1,1,288461,0,2,1,4,1,3499351.419230,40,2021,-1.000000,495,0,135,0,465,0,15,0,0,0,100,150,0,0,0,0,80,0
20210101210748,-1,1,43,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,3047348.569800,-1,2021,-1.000000,418,120,0,0,0,0,210,0,0,0,150,482,0,0,0,0,0,60
20210101210773,-1,2,39,2,7,74,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,3281057.100993,-1,2021,-1.000000,405,10,0,0,0,0,0,0,0,0,10,985,15,0,0,0,0,15
20210101210779,-1,1,43,2,1,68,5,-1,-1,-1,2,1,0,-1,-1,0,1,1,-1,7,5364705.148225,-1,2021,-1.000000,540,60,0,80,0,90,0,0,0,0,90,315,40,30,120,45,30,0
20210101210811,-1,1,33,1,1,40,5,-1,2,-1,2,1,4,-1,-1,0,1,1,9,2,17479724.737387,-1,2021,-1.000000,750,302,0,0,0,0,0,0,0,0,60,288,0,0,0,0,40,0
20210101210815,-1,1,43,2,1,68,1,2,-1,-1,2,1,0,2,-1,0,1,1,-1,1,4106168.734725,-4,2021,-1.000000,690,545,0,0,0,0,0,0,0,0,25,120,60,0,0,0,0,0
20210101210827,-1,1,33,1,1,75,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,1960027.080093,-1,2021,-1.000000,660,15,0,0,0,0,0,0,0,0,20,745,0,0,0,0,0,0
20210101210830,-1,1,39,2,2,54,1,2,-1,-1,2,1,0,1,90384,0,1,1,-1,1,4333313.805108,40,2021,-1.000000,700,0,0,0,240,0,0,0,0,0,20,450,0,0,0,0,30,0
20210101210833,-1,1,41,2,2,52,5,-1,-1,-1,2,-1,2,-1,-1,0,-1,3,4,1,1698137.866619,-1,2021,-1.000000,520,180,0,0,0,0,0,0,0,0,60,620,0,0,0,60,0,0
20210101210841,-1,2,39,1,1,64,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,1,5073942.961739,-1,2021,-1.000000,570,180,0,0,0,0,0,0,0,0,30,660,0,0,0,0,0,0
20210101210859,-1,1,43,2,1,55,1,2,-1,-1,1,1,0,1,115384,0,2,1,-1,4,15390693.508119,40,2021,-1.000000,650,55,0,0,480,0,0,0,0,0,75,150,0,0,30,0,0,0
20210101210860,-1,1,40,2,1,72,4,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,5007023.144298,-1,2021,-1.000000,462,18,0,0,0,0,10,0,0,0,30,439,0,0,0,0,481,0
20210101210863,-1,1,39,1,1,26,5,-1,2,-1,1,-1,0,-1,-1,0,-1,3,-1,1,4500324.709787,-1,2021,-1.000000,451,0,0,0,0,0,0,0,0,0,15,974,0,0,0,0,0,0
20210101210867,-1,2,34,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,3,5579872.808718,-1,2021,-1.000000,885,0,0,30,0,0,0,60,0,0,110,280,0,0,0,0,35,40
20210101210869,-1,1,44,2,1,45,1,2,2,-1,1,1,2,1,288461,0,2,1,5,7,3421714.108595,50,2021,-1.000000,500,30,195,0,15,0,0,0,0,0,120,400,60,0,15,0,105,0
20210101210870,-1,1,44,2,1,69,5,-1,-1,-1,1,1,0,-1,-1,0,2,1,-1,1,5551232.637145,-1,2021,-1.000000,600,120,0,0,0,0,0,0,0,0,105,585,0,30,0,0,0,0
20210101210886,-1,1,43,2,1,28,1,1,2,-1,1,1,0,1,110000,0,1,2,-1,4,23702861.529560,42,2021,-1.000000,570,120,0,0,0,0,0,0,0,0,60,540,60,0,0,0,90,0
20210101210889,-1,1,38,2,1,59,4,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,1,4080372.136108,-1,2021,-1.000000,705,120,0,0,0,0,0,0,0,0,150,425,0,0,0,0,40,0
20210101210890,-1,1,44,2,4,31,1,2,2,-1,2,1,0,1,178500,0,1,1,-1,7,8614983.190274,35,2021,-1.000000,825,255,0,0,0,0,0,0,0,0,75,225,0,0,0,60,0,0
20210101210892,-1,1,43,2,1,69,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2444814.125249,-1,2021,-1.000000,600,220,0,0,0,0,0,0,0,0,55,525,40,0,0,0,0,0
20210101210898,-1,1,43,2,2,48,1,2,2,-1,2,1,1,1,150000,0,1,1,13,7,6482101.028763,36,2021,-1.000000,550,0,0,0,0,0,30,0,0,0,90,425,0,40,150,0,40,115
20210101210913,-1,1,39,1,1,74,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2368964.266228,-1,2021,-1.000000,430,25,0,0,0,0,0,0,0,0,60,925,0,0,0,0,0,0
20210101210919,-1,1,44,2,1,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,3229396.861713,-1,2021,-1.000000,585,77,0,0,0,0,0,0,0,0,95,145,0,65,263,210,0,0
20210101210923,-1,1,35,2,1,43,5,-1,2,-1,2,1,1,-1,-1,0,2,1,13,2,12238690.988782,-1,2021,-1.000000,630,25,70,45,0,0,0,90,0,0,60,440,0,0,0,0,80,0
20210101210925,-1,1,43,2,1,78,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,4309920.089546,-1,2021,-1.000000,510,143,0,120,0,240,0,0,0,0,32,260,45,0,0,0,0,90
20210101210954,-1,1,42,2,2,50,1,2,-1,-1,1,1,2,1,69200,0,1,1,10,1,4911229.488690,40,2021,-1.000000,590,95,30,0,340,0,0,0,0,0,60,90,0,55,140,0,40,0
20210101210965,-1,2,39,2,1,59,5,-1,-1,-1,1,-1,2,-1,-1,0,-1,3,9,1,3710451.367824,-1,2021,-1.000000,480,0,0,0,0,0,0,0,0,0,180,780,0,0,0,0,0,0
20210101210967,-1,1,40,2,1,69,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,5195306.863914,-1,2021,-1.000000,590,60,0,160,0,0,0,0,0,0,165,465,0,0,0,0,0,0
20210101210976,-1,1,43,2,1,35,1,2,2,-1,2,1,1,1,84615,0,1,1,1,5,9580772.171378,40,2021,-1.000000,565,85,119,0,451,0,0,0,0,0,20,100,0,0,30,0,70,0
20210101210995,-1,1,40,2,6,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,5559958.497438,-1,2021,-1.000000,661,185,0,0,0,0,20,0,0,0,45,250,20,69,0,175,0,15
20210101211001,-1,2,39,2,2,67,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,6,4665655.915077,-1,2021,-1.000000,704,30,0,15,0,0,0,0,0,0,60,587,0,0,0,0,24,20
20210101211009,-1,1,43,2,2,47,1,2,2,-1,1,1,3,1,80000,0,1,1,3,4,20848858.727266,40,2021,-1.000000,375,80,5,0,690,0,0,0,0,0,50,55,15,10,0,0,160,0
20210101211021,-1,1,44,2,4,62,1,2,-1,-1,2,-1,0,1,182692,0,-1,3,-1,1,1977819.723866,40,2021,-1.000000,840,0,0,0,0,0,0,0,0,0,120,480,0,0,0,0,0,0
20210101211044,-1,1,44,2,1,54,1,2,-1,-1,2,1,2,1,67307,0,1,1,14,1,5662058.588113,50,2021,-1.000000,615,125,0,0,180,0,75,0,0,0,120,270,0,0,0,0,55,0
20210101211051,-1,1,39,2,1,72,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,15104867.409065,-1,2021,-1.000000,515,0,0,0,0,0,45,35,0,0,45,718,62,0,0,0,20,0
20210101211064,-1,1,43,2,2,80,1,2,-1,-1,1,-1,0,2,-1,0,-1,3,-1,3,5379987.909739,30,2021,-1.000000,580,60,0,0,240,0,10,0,0,0,30,460,0,0,0,0,60,0
20210101211070,-1,1,32,1,1,55,1,2,-1,-1,2,-1,1,1,38680,0,-1,3,10,5,12998981.490781,40,2021,-1.000000,485,65,10,0,455,0,0,0,0,0,105,15,0,105,0,0,200,0
20210101211073,-1,1,43,2,1,35,5,-1,2,-1,1,1,1,-1,-1,0,1,1,1,7,4471065.515746,-1,2021,-1.000000,495,100,255,0,0,0,0,0,0,0,80,240,105,0,0,105,0,60
20210101211080,-1,1,43,2,1,40,1,2,2,-1,2,-1,1,1,144230,0,-1,3,6,7,2185314.683115,40,2021,-1.000000,650,130,295,0,0,0,14,75,0,0,111,15,0,0,0,60,90,0
20210101211081,-1,3,36,2,3,60,5,-1,-1,-1,2,-1,9,-1,-1,0,-1,3,9,1,9378430.512782,-1,2021,-1.000000,600,190,0,0,0,0,0,0,0,0,85,405,0,70,0,60,0,30
20210101211093,-1,1,40,1,1,69,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,7,4161923.558444,-1,2021,-1.000000,740,0,0,0,0,0,10,0,0,0,35,635,0,0,0,0,20,0
20210101211109,-1,1,43,2,1,78,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2662992.617150,-1,2021,-1.000000,555,330,0,0,0,0,0,0,0,0,25,530,0,0,0,0,0,0
20210101211113,-1,1,44,2,1,29,1,2,1,2,2,-1,0,1,63888,0,-1,3,-1,5,9438968.665964,-4,2021,-1.000000,600,0,0,0,360,270,0,0,0,0,30,120,60,0,0,0,0,0
20210101211123,-1,1,44,2,1,29,1,2,1,2,2,1,0,2,61363,0,1,1,-1,1,5179114.283775,30,2021,-1.000000,688,117,0,0,2,0,5,0,0,0,30,564,0,0,2,0,32,0
20210101211145,-1,1,44,2,4,26,1,2,2,-1,2,1,1,1,288461,0,1,1,0,7,5652284.858528,40,2021,-1.000000,685,112,239,0,20,0,0,0,0,0,120,190,70,0,0,0,4,0
20210101211155,-1,1,42,2,1,34,1,2,2,-1,1,-1,1,1,88000,0,-1,3,3,1,1892718.777339,40,2021,-1.000000,620,190,105,0,0,0,0,0,0,0,105,360,0,0,0,0,0,60
20210101211156,-1,2,40,2,1,77,1,2,-1,-1,2,2,0,2,21250,0,-1,1,-1,7,3099962.352711,23,2021,-1.000000,520,240,0,0,0,0,90,0,0,0,40,335,0,0,0,0,215,0
20210101211166,-1,1,43,2,2,68,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,1499668.819364,-1,2021,-1.000000,172,40,0,288,0,0,60,0,0,0,15,619,0,60,0,145,41,0
20210101211186,-1,1,44,2,2,52,1,2,-1,-1,2,1,0,2,100000,0,3,1,-1,1,4358961.937576,30,2021,-1.000000,615,375,0,0,145,0,0,0,0,0,30,125,0,150,0,0,0,0
20210101211193,-1,1,43,2,1,34,1,2,2,-1,1,-1,0,1,198160,0,-1,3,-1,1,3043372.570444,40,2021,-1.000000,600,390,0,0,0,0,0,0,0,0,30,420,0,0,0,0,0,0
20210101211224,-1,1,40,2,2,71,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,1464867.479184,-1,2021,-1.000000,622,43,0,0,0,0,20,0,0,0,35,460,0,85,30,90,55,0
20210101211226,-1,1,40,2,1,74,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2685775.442351,-1,2021,-1.000000,590,224,0,0,0,0,168,0,0,0,106,310,0,30,0,0,12,0
20210101211234,-1,1,40,2,1,31,5,-1,2,-1,1,1,1,-1,-1,0,1,1,2,1,3440579.544603,-1,2021,-1.000000,665,143,23,0,0,0,0,0,0,0,130,284,135,0,0,0,0,60
20210101211240,-1,1,43,2,4,27,1,2,2,-1,1,-1,0,1,134615,0,-1,3,-1,1,14861107.025443,40,2021,-1.000000,630,45,0,0,0,0,5,0,0,0,175,390,0,0,0,125,70,0
20210101211255,-1,3,43,2,1,60,1,2,-1,-1,2,1,0,1,173076,0,1,1,-1,4,10425827.294854,40,2021,-1.000000,507,85,0,0,495,0,20,0,0,0,35,160,90,0,0,0,48,0
20210101211271,-1,1,43,1,1,42,5,-1,2,-1,2,1,3,-1,-1,0,1,1,6,1,5031303.781532,-1,2021,-1.000000,615,510,45,0,0,0,0,0,0,0,75,195,0,0,0,0,0,0
20210101211278,-1,1,44,2,4,35,1,2,2,-1,2,1,1,1,192307,0,1,1,4,1,3731356.927599,40,2021,-1.000000,660,150,180,0,0,0,210,0,0,0,60,150,0,0,0,0,30,0
20210101211288,-1,1,39,2,1,60,1,2,-1,-1,2,2,0,1,42000,0,-1,1,-1,2,12494144.254378,40,2021,-1.000000,645,258,0,0,0,0,0,0,0,0,90,447,0,0,0,0,0,0
20210101211317,-1,1,43,2,1,54,1,2,-1,-1,1,1,0,1,230769,0,1,1,-1,1,4297422.996595,60,2021,-1.000000,645,450,0,45,60,0,60,0,0,0,30,0,90,0,0,0,60,0
20210101211326,-1,2,46,2,1,43,1,2,2,-1,2,1,2,1,192300,0,1,1,1,1,3324921.249506,40,2021,-1.000000,540,135,430,0,0,0,0,0,0,0,55,105,60,0,0,0,0,115
20210101211363,-1,2,40,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,6,14495547.531395,-1,2021,-1.000000,605,70,0,0,0,0,0,0,0,0,45,720,0,0,0,0,0,0
20210101211386,-1,1,40,2,1,54,1,1,-1,-1,1,1,0,1,-1,0,2,1,-1,4,15180700.894297,70,2021,-1.000000,534,125,0,0,625,0,5,0,0,0,60,40,0,0,0,0,51,0
20210101211391,-1,1,43,2,2,78,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,2234920.512760,-1,2021,-1.000000,480,105,0,0,0,0,0,0,0,0,90,750,0,0,0,15,0,0
20210101211401,-1,1,44,2,1,54,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,3572551.301035,-1,2021,-1.000000,400,78,0,0,0,0,0,0,0,0,45,917,0,0,0,0,0,0
20210101211403,-1,1,43,2,1,29,1,2,2,-1,2,1,0,1,134615,0,1,1,-1,1,14026741.726686,40,2021,-1.000000,720,240,0,0,0,0,0,0,0,0,90,390,0,0,0,0,0,0
20210101211412,-1,1,43,2,1,28,1,2,2,-1,1,-1,0,1,173076,0,-1,3,-1,1,4687766.102340,45,2021,-1.000000,580,5,0,0,20,0,0,0,0,0,95,620,0,0,0,0,0,120
20210101211426,-1,1,40,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,6546924.283539,-1,2021,-1.000000,510,260,0,0,0,0,0,0,0,0,60,505,0,85,0,0,20,0
20210101211458,-1,1,39,2,1,41,1,2,2,-1,2,-1,0,1,96153,0,-1,3,-1,1,4903196.699889,40,2021,-1.000000,720,97,0,0,0,0,0,0,0,0,40,488,75,0,0,0,20,0
20210101211488,-1,1,43,2,1,52,1,1,-1,-1,1,1,2,1,211538,0,1,1,7,1,2351345.423740,65,2021,-1.000000,540,0,120,0,685,0,0,0,0,0,25,0,0,0,0,0,70,0
20210101211494,-1,1,44,2,1,38,1,2,1,2,2,-1,0,1,144230,0,-1,3,-1,1,3912478.083427,40,2021,-1.000000,570,110,0,0,0,235,0,0,0,0,85,330,60,0,0,0,50,0
20210101211498,-1,1,40,1,1,65,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,4438517.918100,-1,2021,-1.000000,817,180,0,0,0,0,15,0,0,0,150,180,0,0,0,90,8,0
20210101211499,-1,1,39,1,1,34,1,2,2,-1,2,-1,0,1,108880,0,-1,3,-1,2,12588755.141747,40,2021,-1.000000,365,0,20,0,495,0,5,220,0,0,90,33,0,0,0,0,192,20
20210101211503,-1,2,43,2,5,60,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,7,4000565.624681,-1,2021,-1.000000,410,893,0,0,0,0,0,0,0,0,77,60,0,0,0,0,0,0
20210101211524,-1,1,43,2,1,53,4,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,4,9829730.030210,-1,2021,-1.000000,525,160,0,0,245,0,60,0,0,0,60,360,0,0,0,0,30,0
20210101211568,-1,1,39,1,1,51,1,2,-1,-1,2,-1,0,1,165384,0,-1,3,-1,4,4416978.752297,50,2021,-1.000000,425,76,0,0,564,0,6,7,0,0,47,261,0,0,0,17,37,0
20210101211570,-1,1,43,2,1,44,1,2,2,-1,2,1,1,1,-1,0,3,1,4,7,3626541.674276,-4,2021,-1.000000,689,30,136,0,120,0,1,0,0,0,50,260,90,0,0,0,64,0
20210101211575,-1,1,40,2,1,28,1,2,2,-1,2,1,0,1,96153,0,1,1,-1,1,8464163.260986,38,2021,-1.000000,625,28,0,0,0,0,20,0,0,0,30,727,0,0,0,0,10,0
20210101211597,-1,1,33,1,1,49,5,-1,2,-1,2,1,1,-1,-1,0,1,1,4,1,4488558.040575,-1,2021,-1.000000,645,70,0,0,0,0,0,0,0,0,75,215,30,225,120,0,60,0
20210101211600,-1,1,40,2,1,38,1,2,2,-1,2,1,2,1,45000,0,1,1,8,1,2783096.250509,38,2021,-1.000000,675,115,20,0,0,0,35,0,0,0,45,310,150,0,0,0,90,0
20210101211608,-1,1,43,2,1,59,1,2,-1,-1,1,1,0,1,288461,0,2,1,-1,5,18747827.718572,40,2021,-1.000000,570,0,0,0,510,0,10,0,0,0,60,180,90,0,0,0,20,0
20210101211614,-1,1,41,2,1,56,1,2,-1,-1,2,1,1,1,250000,0,1,1,16,1,5270085.749302,40,2021,-1.000000,600,360,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0
20210101211618,-1,1,43,2,1,37,1,2,1,2,1,1,2,1,201923,0,2,1,6,7,3220769.955052,40,2021,-1.000000,590,135,135,0,0,150,0,0,0,0,85,345,0,0,0,0,0,0
20210101211633,-1,1,40,2,1,53,1,2,-1,-1,1,-1,1,1,138461,0,-1,3,10,1,1763456.728705,42,2021,-1.000000,445,210,95,0,0,0,40,0,0,0,60,540,30,0,0,0,20,0
20210101211657,-1,1,39,1,1,29,1,2,2,-1,1,-1,0,1,33000,0,-1,3,-1,1,9472631.960669,40,2021,-1.000000,615,90,0,250,0,0,15,0,0,0,160,140,75,0,0,0,95,0
20210101211701,-1,1,39,2,1,79,1,2,-1,-1,2,-1,0,2,115384,0,-1,3,-1,7,3526436.798481,5,2021,-1.000000,405,40,0,0,0,0,0,0,0,0,155,690,60,0,0,0,90,0
20210101211722,-1,1,42,2,1,28,1,2,2,-1,2,1,1,1,87680,0,1,1,0,1,6159435.764708,48,2021,-1.000000,587,133,460,0,110,0,0,0,0,0,5,145,0,0,0,0,0,0
20210101211739,-1,1,39,2,1,71,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,9160657.514890,-1,2021,-1.000000,810,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0
20210101211769,-1,1,41,2,1,59,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,1,6940475.283453,-1,2021,-1.000000,630,85,0,180,0,0,0,0,0,0,90,275,0,0,0,30,150,0
20210101211776,-1,1,39,2,2,69,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,2356027.262426,-1,2021,-1.000000,900,150,0,0,0,0,0,0,0,0,30,360,0,0,0,0,0,0
20210101211784,-1,2,40,2,1,73,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,3,16889967.448401,-1,2021,-1.000000,375,196,0,0,0,0,0,0,0,0,20,135,1,175,493,45,0,0
20210101211808,-1,2,40,2,1,55,1,2,-1,-1,2,-1,0,1,-1,0,-1,3,-1,6,8449048.671395,40,2021,-1.000000,720,55,0,0,350,0,30,0,0,0,20,135,0,0,0,0,130,0
20210101211828,-1,1,43,2,1,59,1,2,-1,-1,1,2,1,1,211538,0,-1,1,12,1,2986466.749561,55,2021,-1.000000,760,0,0,0,0,0,0,0,0,0,100,255,0,305,0,0,20,0
20210101211831,-1,1,39,2,1,27,5,-1,2,-1,1,1,2,-1,-1,0,1,2,6,2,9626289.636798,-1,2021,-1.000000,630,240,5,0,0,0,35,75,2,0,45,318,0,0,0,0,90,0
20210101211850,-1,1,37,2,2,64,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,3,15340501.273090,-1,2021,-1.000000,395,251,16,0,0,0,0,0,0,0,40,738,0,0,0,0,0,0
20210101211889,-1,1,40,2,2,34,5,-1,1,2,2,-1,0,-1,-1,0,-1,3,-1,1,7160355.189564,-1,2021,-1.000000,480,0,0,0,0,720,0,0,0,0,0,240,0,0,0,0,0,0
