TUCASEID,GEMETSTA,GTMETSTA,PEEDUCA,PEHSPNON,PTDTRACE,TEAGE,TELFS,TEMJOT,TESCHENR,TESCHLVL,TESEX,TESPEMPNOT,TRCHILDNUM,TRDPFTPT,TRERNWA,TRHOLIDAY,TRSPFTPT,TRSPPRES,TRYHHCHILD,TUDIARYDAY,TUFNWGTP,TEHRUSLT,TUYEAR,TU20FWGT,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t18,t50
20190605190024,-1,1,39,2,2,39,1,2,2,-1,1,2,1,1,36000,0,-1,1,4,1,18681194.184699,40,2019,25328930.748169,780,0,210,0,120,0,70,0,0,0,30,130,0,0,0,0,100,0
20190605190035,-1,1,40,2,1,33,2,2,2,-1,1,-1,0,2,27692,0,-1,3,-1,3,14208861.292480,30,2019,20814295.504200,585,110,0,0,0,0,0,0,0,0,180,435,0,0,0,30,100,0
20190605190038,-1,1,36,2,2,32,4,-1,2,-1,2,-1,1,-1,-1,0,-1,3,4,2,9146394.907114,-1,2019,8391223.822618,641,130,51,0,45,0,0,150,0,0,65,50,0,0,0,60,248,0
20190605190042,-1,1,39,2,2,32,4,-1,2,-1,1,-1,0,-1,-1,0,-1,3,-1,7,32658850.824341,-1,2019,29313988.835070,840,270,0,0,0,0,0,0,0,0,30,300,0,0,0,0,0,0
20190605190057,-1,1,39,2,1,40,5,-1,2,-1,1,-1,0,-1,-1,0,-1,3,-1,6,7497097.380046,-1,2019,12958848.126159,530,5,0,0,0,0,0,0,0,0,65,840,0,0,0,0,0,0
20190605190058,-1,1,40,2,4,22,1,2,2,-1,1,-1,1,1,64000,0,-1,3,14,5,25553433.540624,40,2019,26759778.827147,615,5,60,0,450,0,0,0,0,0,90,90,60,0,0,0,70,0
20190605190062,-1,1,39,2,2,69,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,3,10386914.836678,-1,2019,14286412.936095,578,100,0,0,0,0,0,0,0,0,35,237,0,275,0,40,173,2
20190605190064,-1,1,41,2,1,30,5,-1,2,-1,2,-1,2,-1,-1,0,-1,3,3,1,2271481.279087,-1,2019,2409522.090836,505,70,35,0,0,0,0,0,0,0,90,170,485,0,0,0,85,0
20190605190066,-1,1,43,2,2,66,1,2,-1,-1,2,-1,0,1,90000,0,-1,3,-1,5,8151568.163598,40,2019,10282185.245704,515,143,0,15,424,0,0,0,0,0,11,175,0,10,0,0,67,80
20190605190069,-1,1,40,2,2,18,4,-1,1,2,2,-1,2,-1,-1,0,-1,3,14,1,4319802.836804,-1,2019,3340788.040745,570,80,0,0,0,0,0,0,0,0,30,400,0,0,0,360,0,0
20190605190078,-1,1,41,2,2,27,1,2,2,-1,2,-1,1,2,20000,0,-1,3,1,7,5595852.396468,30,2019,3949963.298392,585,185,444,0,0,0,25,0,0,0,20,165,0,0,0,0,16,0
20190605190080,-1,1,35,1,2,15,5,-1,2,-1,1,-1,6,-1,-1,0,-1,3,1,1,12337388.968108,-1,2019,12494553.896788,805,0,0,0,0,0,0,0,0,0,75,300,240,0,0,0,20,0
20190605190090,-1,1,41,2,2,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,6,3786483.481406,-1,2019,4929330.686231,660,0,0,0,0,0,10,0,0,0,40,630,60,0,0,0,40,0
20190605190092,-1,1,41,2,1,30,1,2,2,-1,2,-1,0,1,51875,0,-1,3,-1,7,5928499.741969,40,2019,5834043.294617,720,330,0,0,0,0,0,0,0,0,30,360,0,0,0,0,0,0
20190605190100,-1,2,41,2,1,58,1,2,-1,-1,2,2,1,1,124615,0,-1,1,17,1,3421417.551828,40,2019,3406265.826726,540,0,0,370,0,0,0,0,0,0,60,440,0,0,0,0,30,0
20190605190105,-1,1,39,2,2,63,5,-1,-1,-1,2,1,0,-1,-1,0,1,1,-1,1,6013383.893006,-1,2019,8808756.472518,670,0,0,0,0,0,0,0,0,0,60,590,40,0,0,0,80,0
20190605190111,-1,1,43,2,1,57,1,2,-1,-1,2,1,0,1,39750,0,1,1,-1,7,8813123.160819,35,2019,8139643.606299,605,60,0,650,0,0,0,0,0,0,30,15,0,0,0,0,80,0
20190605190115,-1,1,39,2,4,64,1,2,-1,-1,1,-1,0,1,-1,0,-1,3,-1,3,9628615.713719,-4,2019,14642631.991479,575,20,0,0,565,0,0,0,0,0,15,135,60,20,0,0,50,0
20190605190119,-1,1,39,2,2,49,2,2,2,-1,2,-1,0,1,45000,0,-1,3,-1,2,5788104.014049,37,2019,7162840.067257,729,150,0,31,0,0,0,0,0,0,30,435,0,0,0,9,56,0
20190605190120,-1,1,38,2,1,54,1,2,-1,-1,2,-1,0,2,-1,0,-1,3,-1,2,6052490.923628,-4,2019,4914537.157332,330,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,5,0,0
20190605190124,-1,1,43,2,2,56,1,1,-1,-1,1,1,1,1,144230,0,1,1,4,7,11284193.995892,-4,2019,12423492.385192,500,125,0,0,440,0,0,0,0,0,50,230,30,0,0,0,40,25
20190605190125,-1,1,43,2,1,26,1,2,2,-1,1,-1,0,2,48076,0,-1,3,-1,7,8053299.859347,32,2019,11557042.080570,725,10,0,0,360,0,60,0,0,0,30,120,0,0,0,0,115,20
20190605190133,-1,1,39,2,2,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,2,4952252.076647,-1,2019,4844955.888307,540,110,0,0,0,0,0,0,0,0,40,440,0,60,0,0,150,100
20190605190134,-1,1,39,2,2,52,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,4615395.182207,-1,2019,5099813.349982,865,0,0,0,0,0,0,0,0,0,40,535,0,0,0,0,0,0
20190605190500,-1,2,39,2,1,66,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,6,9468864.921987,-1,2019,7349170.052671,630,0,0,0,0,0,0,60,0,0,150,445,0,30,0,0,125,0
20190605190503,-1,1,40,2,1,65,1,2,-1,-1,2,2,0,2,19200,0,-1,1,-1,7,4355378.448262,12,2019,4456914.265845,610,5,0,0,0,0,30,0,0,0,100,575,0,0,0,0,120,0
20190605190507,-1,2,39,2,1,78,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2966420.386725,-1,2019,3072674.509999,497,236,0,0,0,0,210,0,0,0,32,247,60,0,1,0,157,0
20190605190509,-1,1,44,2,4,28,5,-1,1,2,1,-1,0,-1,-1,0,-1,3,-1,5,12474111.033174,-1,2019,12495583.603216,393,10,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,17,0
20190605190511,-1,2,43,2,1,47,1,1,2,-1,1,1,2,1,111538,0,2,1,12,2,7376667.426921,50,2019,10487998.891074,494,139,17,0,544,0,6,0,0,0,105,65,0,0,0,0,70,0
20190605190513,-1,1,43,2,1,46,1,2,2,-1,2,-1,0,1,179326,0,-1,3,-1,7,3766354.052266,40,2019,5281854.478789,660,80,0,0,0,0,0,115,0,0,95,355,0,90,0,0,35,10
20190605190514,-1,1,39,2,1,79,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,3,16894069.427000,-1,2019,14694667.899909,747,75,0,0,0,0,0,60,0,0,40,413,0,15,0,0,30,60
20190605190520,-1,1,42,2,1,69,1,2,-1,-1,2,-1,0,2,30740,0,-1,3,-1,6,5826543.740751,29,2019,5112807.306830,600,0,0,0,425,0,0,0,0,0,30,315,30,0,0,0,40,0
20190605190521,-1,1,40,2,1,62,1,2,-1,-1,2,1,0,1,96000,0,1,1,-1,1,4224797.883330,40,2019,5608693.609323,695,65,0,0,0,0,0,0,0,0,20,180,0,355,0,0,80,45
20190605190528,-1,1,39,1,2,30,1,2,2,-1,2,1,2,1,55000,0,1,1,7,1,11617175.525566,40,2019,16186911.063792,860,180,0,0,0,0,60,0,0,0,115,60,30,0,0,0,135,0
20190605190531,-1,1,43,2,1,37,1,2,2,-1,1,1,1,1,106153,0,2,1,2,6,9826817.559551,45,2019,10364722.444220,585,65,190,0,340,0,10,0,0,0,20,90,60,0,0,0,80,0
20190605190532,-1,1,44,2,1,46,1,2,2,-1,1,1,3,1,288461,0,1,1,9,1,7524948.352821,40,2019,8694007.342651,590,90,5,0,0,0,45,0,0,0,0,40,0,0,0,0,545,125
20190605190535,-1,1,39,2,2,62,1,2,-1,-1,2,-1,0,1,24000,0,-1,3,-1,7,4143229.264922,40,2019,5981680.662835,765,190,0,0,0,0,0,0,0,0,105,0,0,195,0,60,125,0
20190605190539,-1,1,43,2,1,47,1,2,2,-1,2,-1,0,1,78846,0,-1,3,-1,2,16283665.096152,40,2019,22265323.475531,465,110,0,0,495,0,0,0,0,0,60,250,0,0,0,0,60,0
20190605190542,-1,1,42,2,2,68,1,2,-1,-1,2,-1,0,2,23725,0,-1,3,-1,3,3710837.386486,25,2019,3841739.251924,677,193,0,30,314,0,60,0,0,0,0,116,0,0,0,0,50,0
20190605190544,-1,1,42,1,1,26,5,-1,2,-1,2,1,2,-1,-1,0,1,1,2,7,6193810.204548,-1,2019,5245600.535631,805,290,60,0,0,0,60,0,0,0,30,185,0,0,0,0,10,0
20190605190547,-1,2,43,2,1,60,5,-1,-1,-1,1,2,2,-1,-1,0,-1,1,12,7,4667111.287086,-1,2019,6206614.878808,450,240,0,0,0,0,90,0,0,0,30,0,0,0,0,0,630,0
20190605190555,-1,1,39,2,1,24,1,2,2,-1,2,-1,1,2,37500,0,-1,3,13,3,19088750.286339,24,2019,19599332.812252,860,20,0,0,0,0,0,0,0,0,30,390,0,0,0,140,0,0
20190605190557,-1,1,46,2,7,32,1,2,2,-1,1,1,0,1,231000,0,1,1,-1,5,23938691.555668,40,2019,24483215.134877,510,0,0,0,600,0,0,0,0,0,120,53,0,0,143,0,14,0
20190605190560,-1,2,39,2,1,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,3003203.829615,-1,2019,3085920.467602,775,10,0,0,0,0,0,0,0,0,50,605,0,0,0,0,0,0
20190605190562,-1,2,39,2,1,78,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,9768150.268302,-1,2019,8910296.099707,714,0,0,30,0,0,15,30,0,0,30,415,0,0,0,15,26,165
20190605190565,-1,1,40,2,1,58,1,2,-1,-1,2,1,0,2,-1,0,1,1,-1,1,5471106.414546,20,2019,5875803.172562,520,330,0,0,0,0,0,0,0,0,180,330,0,0,0,0,80,0
20190605190570,-1,2,41,2,7,60,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,6,4711981.121498,-1,2019,4742740.837291,660,42,0,0,0,0,0,0,0,0,10,713,15,0,0,0,0,0
20190605190571,-1,1,43,2,1,71,5,-1,-1,-1,1,1,0,-1,-1,0,1,1,-1,3,13137182.131716,-1,2019,9778137.718237,112,16,0,460,0,0,7,0,0,0,75,586,0,0,0,0,184,0
20190605190574,-1,1,39,2,2,60,1,2,-1,-1,2,-1,0,2,20200,0,-1,3,-1,4,5057171.687648,32,2019,5567278.109124,245,5,0,0,225,0,0,0,0,0,170,725,0,0,0,0,70,0
20190605190576,-1,1,39,2,1,77,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,2,10664924.167322,-1,2019,13714844.879421,805,300,0,0,0,0,0,0,0,0,35,60,0,0,210,0,30,0
20190605190577,-1,1,40,2,2,57,1,2,-1,-1,2,-1,0,2,44800,0,-1,3,-1,1,2056441.324173,-4,2019,2287999.062802,570,180,0,0,0,0,150,0,0,0,60,405,0,0,0,0,75,0
20190605190578,-1,1,39,2,2,31,5,-1,2,-1,2,-1,2,-1,-1,0,-1,3,1,1,9776393.312116,-1,2019,13308590.134775,480,180,0,0,0,0,0,0,0,0,60,540,0,0,0,60,0,120
20190605190584,-1,1,43,2,1,69,5,-1,-1,-1,1,1,0,-1,-1,0,1,1,-1,2,8099327.686537,-1,2019,9226323.996267,510,120,0,130,0,0,20,0,0,0,70,340,30,0,0,0,110,110
20190605190593,-1,1,39,2,1,76,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2821458.020582,-1,2019,2922519.741191,570,620,0,0,0,0,90,0,0,0,20,110,0,0,0,0,30,0
20190605190596,-1,1,39,1,1,51,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,27090571.612480,-1,2019,20975387.974005,1170,0,0,0,0,0,0,0,0,0,150,120,0,0,0,0,0,0
20190605190600,-1,1,38,2,1,49,5,-1,2,-1,1,1,1,-1,-1,0,1,1,8,7,4845170.412313,-1,2019,5047039.901727,672,98,37,0,0,0,0,0,0,0,110,343,180,0,0,0,0,0
20190605190601,-1,1,40,2,1,21,1,2,2,-1,2,-1,0,2,20610,0,-1,3,-1,1,12360891.782006,18,2019,10385543.125751,840,0,0,0,0,0,0,0,0,0,90,450,60,0,0,0,0,0
20190605190603,-1,1,39,2,1,53,1,2,-1,-1,2,1,0,1,-1,0,2,1,-1,1,7828964.259279,60,2019,8164073.414336,705,145,0,0,407,0,0,0,0,0,30,90,0,0,0,0,63,0
20190605190607,-1,1,39,2,2,55,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,1,2639647.494586,-1,2019,3460433.122150,770,40,0,0,0,0,0,0,0,0,10,530,0,0,0,90,0,0
20190605190608,-1,2,37,2,2,68,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,5,5151599.605446,-1,2019,4947027.536052,605,51,0,75,0,0,0,0,0,0,35,539,0,15,0,65,45,10
20190605190613,-1,1,41,2,1,58,2,2,-1,-1,1,1,0,2,46153,0,1,1,-1,1,3809989.844698,26,2019,4269331.994497,515,30,0,0,0,0,0,0,0,0,20,755,0,0,0,0,120,0
20190605190620,-1,1,39,2,2,72,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,6,11021944.267338,-1,2019,9694126.413453,240,5,0,0,0,0,30,0,0,0,15,1070,0,0,0,0,80,0
20190605190621,-1,1,42,1,1,31,1,2,2,-1,2,-1,1,1,94528,0,-1,3,4,7,2559887.999821,44,2019,2837845.755212,675,0,20,0,0,0,5,0,0,0,90,550,60,0,0,0,40,0
20190605190626,-1,1,44,2,1,42,1,2,2,-1,2,-1,4,1,161538,0,-1,3,0,3,13191732.510630,35,2019,16385978.278031,434,20,77,0,495,0,5,0,0,0,0,150,0,0,0,0,199,60
20190605190631,-1,1,40,2,2,23,5,-1,1,2,2,-1,0,-1,-1,0,-1,3,-1,1,4154728.429499,-1,2019,3616341.984221,510,370,0,75,0,90,0,0,0,0,95,105,60,75,0,0,60,0
20190605190636,-1,1,39,2,1,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,3758021.836382,-1,2019,3892630.308350,570,232,0,0,0,0,0,0,0,0,60,547,0,0,0,11,0,20
20190605190637,-1,1,39,2,1,79,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,1,3499418.759466,-1,2019,3595802.545287,900,0,0,0,0,0,0,0,0,0,60,355,5,0,0,0,0,120
20190605190648,-1,2,39,2,3,44,1,2,2,-1,1,-1,3,1,55000,0,-1,3,11,3,25655422.296390,60,2019,26433661.296308,545,0,0,0,595,0,0,0,0,0,30,240,0,0,0,0,30,0
20190605190649,-1,1,44,2,1,70,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,4,9850311.897217,-1,2019,11321174.973164,585,75,30,0,0,0,60,0,0,0,80,300,60,80,0,20,120,30
20190605190652,-1,1,39,2,1,68,1,2,-1,-1,1,2,0,2,33333,0,-1,1,-1,1,10026573.513145,15,2019,10129132.942206,650,30,1,120,0,0,0,0,0,0,30,305,150,0,0,0,64,90
20190605190656,-1,1,43,2,4,34,1,2,2,-1,1,1,0,1,134615,0,1,1,-1,2,20375460.410399,45,2019,21842514.473715,540,15,0,0,490,0,40,0,0,0,105,140,40,0,0,0,70,0
20190605190658,-1,1,40,2,1,20,1,2,1,2,1,-1,1,1,28500,0,-1,3,17,7,29065012.738536,50,2019,27032207.460791,555,0,0,0,0,90,10,0,0,0,7,70,355,60,0,30,145,118
20190605190659,-1,1,40,2,1,53,1,2,-1,-1,1,-1,0,1,253846,0,-1,3,-1,1,3332796.136725,40,2019,2881659.662701,580,0,0,0,0,0,5,0,0,0,90,365,350,0,0,0,50,0
20190605190660,-1,2,43,2,1,85,5,-1,-1,-1,1,2,0,-1,-1,0,-1,1,-1,1,3238978.219201,-1,2019,2768348.607410,665,15,0,0,0,0,0,0,0,0,55,425,0,240,0,0,40,0
20190605190662,-1,1,43,2,1,56,1,2,-1,-1,1,2,0,1,288461,0,-1,1,-1,3,17945551.894163,50,2019,21243111.337603,505,130,0,0,510,0,0,0,0,0,70,155,0,0,0,0,70,0
20190605190665,-1,1,40,2,1,21,1,2,2,-1,2,-1,0,1,47500,0,-1,3,-1,2,37761599.666233,40,2019,44759508.593640,575,0,0,0,485,0,0,0,0,0,105,60,75,0,0,0,110,30
20190605190670,-1,1,44,2,1,59,1,2,-1,-1,2,1,0,2,30000,0,2,1,-1,6,19623975.086248,10,2019,23288377.052147,590,94,0,0,213,0,0,0,0,0,45,362,0,0,0,0,61,75
20190605190673,-1,1,39,2,1,36,1,2,2,-1,1,1,3,1,101923,0,1,1,9,7,5491210.040177,40,2019,6921792.207497,465,0,0,0,600,0,0,0,0,0,30,195,0,0,0,0,120,30
20190605190681,-1,1,40,2,1,27,1,2,2,-1,1,-1,0,1,131300,0,-1,3,-1,3,17842862.883757,50,2019,17043436.765017,615,0,0,0,650,0,0,0,0,0,60,75,20,0,0,0,20,0
20190605190684,-1,1,44,2,1,35,1,2,2,-1,1,1,0,1,153846,0,1,1,-1,2,12958499.602128,40,2019,16879774.746279,511,0,0,0,629,0,120,0,0,0,0,60,0,0,0,0,120,0
20190605190692,-1,1,37,1,1,22,1,2,2,-1,1,-1,0,1,50000,0,-1,3,-1,7,14154250.850493,50,2019,13811199.241657,519,45,0,0,721,0,0,0,0,0,0,73,0,0,0,0,59,23
20190605190695,-1,1,42,2,1,31,1,2,2,-1,2,1,3,2,61600,0,1,1,4,2,12170452.850779,32,2019,13751677.992887,740,120,325,0,0,0,0,0,0,0,85,170,0,0,0,0,0,0
20190605190696,-1,1,44,2,4,45,1,2,2,-1,2,1,2,1,259615,0,1,1,7,7,3334928.684583,45,2019,4238740.851046,465,360,150,0,30,0,180,0,0,0,15,210,0,0,0,0,30,0
20190605190702,-1,2,40,2,1,72,1,2,-1,-1,1,2,0,1,57692,0,-1,1,-1,7,3768201.440935,40,2019,3629645.870830,420,0,0,120,420,0,5,0,0,0,60,90,0,0,260,0,65,0
20190605190706,-1,1,40,2,1,80,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,1838202.681713,-1,2019,1828437.667377,617,60,0,0,0,0,0,0,0,0,90,673,0,0,0,0,0,0
20190605190710,-1,2,39,2,1,65,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,6,9623325.898066,-1,2019,7469053.479994,500,212,15,0,0,0,0,90,0,0,20,403,0,0,0,0,200,0
20190605190713,-1,1,43,2,1,40,1,2,2,-1,1,2,4,1,288461,0,-1,1,0,1,5951017.275838,48,2019,6132999.631371,540,225,90,0,45,0,0,0,0,0,90,55,60,0,205,0,10,120
20190605190714,-1,1,42,2,2,63,5,-1,-1,-1,2,-1,1,-1,-1,0,-1,3,9,7,2020929.674240,-1,2019,2539354.821265,775,125,210,0,0,0,0,0,0,0,60,210,0,0,0,0,60,0
20190605190717,-1,1,39,2,1,58,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,1,3421576.920986,-1,2019,4231170.530873,660,330,0,0,0,0,0,0,0,0,30,420,0,0,0,0,0,0
20190605190722,-1,2,43,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,3,6579139.138644,-1,2019,6469975.119846,620,130,0,27,0,0,0,4,105,0,165,233,0,0,0,0,46,110
20190605190724,-1,2,41,2,1,68,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,2073009.116175,-1,2019,2121336.644533,500,107,0,0,0,0,45,0,0,0,50,386,0,0,288,5,59,0
20190605190726,-1,1,35,1,1,15,5,-1,1,1,2,-1,1,-1,-1,0,-1,3,15,1,15909370.471458,-1,2019,15600274.079965,755,0,0,60,0,0,0,0,0,0,90,419,0,60,0,0,56,0
20190605190727,-1,1,43,2,1,39,1,1,2,-1,1,1,2,1,39461,0,1,1,9,7,5854513.895647,35,2019,8251142.371309,445,85,6,0,400,0,5,0,0,0,65,335,0,0,0,0,99,0
20190605190731,-1,1,43,2,1,39,1,2,1,2,2,1,2,1,150000,0,1,1,13,1,3820081.922061,40,2019,4086610.923292,385,0,60,0,885,0,5,0,0,0,0,0,0,0,0,0,105,0
20190605190732,-1,1,43,2,1,40,1,1,2,-1,1,2,1,1,35000,0,-1,2,2,7,5893056.502088,43,2019,6122182.523422,308,28,300,0,516,0,50,0,0,0,10,30,0,0,0,0,198,0
20190605190736,-1,1,38,1,1,31,1,2,2,-1,1,-1,0,1,57692,0,-1,3,-1,4,20798708.313121,-4,2019,37309739.651015,700,50,0,0,180,0,15,0,0,0,40,30,0,0,0,50,375,0
20190605190741,-1,1,44,2,1,36,1,1,2,-1,2,-1,0,1,100000,0,-1,3,-1,2,9116615.105455,50,2019,11837889.269442,422,116,0,0,519,0,35,0,0,0,65,160,60,0,0,0,63,0
20190605190743,-1,2,40,2,1,71,1,2,-1,-1,2,-1,0,1,22770,0,-1,3,-1,1,1406264.265834,-4,2019,1306799.326895,470,85,0,0,390,0,20,0,0,0,45,315,0,0,0,0,70,45
20190605190747,-1,1,44,2,1,57,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,7,4913922.257098,-1,2019,5319910.172729,445,700,0,0,0,0,0,0,0,0,145,90,0,0,0,0,0,60
20190605190761,-1,2,40,2,1,27,1,2,2,-1,2,-1,1,1,50400,0,-1,3,5,3,5344504.529617,52,2019,6835465.731768,455,10,85,8,480,0,20,0,0,0,0,162,0,0,0,0,220,0
20190605190769,-1,1,39,1,1,37,1,2,2,-1,1,2,1,1,-1,0,-1,1,9,5,27980903.990386,45,2019,45029064.727024,555,0,90,0,570,0,0,0,0,0,95,80,0,0,0,0,50,0
20190605190773,-1,1,44,2,1,75,1,2,-1,-1,1,-1,0,1,194230,0,-1,3,-1,3,14541688.521385,60,2019,13800339.304711,505,85,0,0,609,0,30,0,0,0,31,60,0,0,60,5,55,0
20190605190781,-1,2,42,2,1,85,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,4,6183257.830788,-1,2019,6373247.051942,510,5,0,0,0,0,0,0,0,0,145,0,60,0,720,0,0,0
20190605190782,-1,1,44,2,1,74,5,-1,-1,-1,2,2,0,-1,-1,0,-1,1,-1,7,1615874.457693,-1,2019,1513678.065323,444,195,0,32,0,0,5,0,0,0,75,225,250,0,0,85,129,0
20190605190786,-1,1,39,2,1,65,5,-1,-1,-1,2,-1,0,-1,-1,0,-1,3,-1,7,4498438.839751,-1,2019,4793660.785542,615,0,0,300,0,0,0,0,0,0,30,355,0,0,0,0,140,0
20190605190793,-1,2,40,2,1,25,1,2,1,2,1,-1,0,2,3846,0,-1,3,-1,1,10202566.388325,20,2019,17025457.107118,570,25,0,0,0,380,0,0,0,0,105,315,0,0,0,0,45,0
20190605190803,-1,2,44,2,1,55,1,2,-1,-1,2,-1,0,2,1800,0,-1,3,-1,6,9873859.531944,2,2019,11717613.925274,530,300,0,0,95,0,0,0,0,0,140,300,15,0,0,15,45,0
20190605190806,-1,1,40,2,1,58,5,-1,-1,-1,2,2,0,-1,-1,0,-1,2,-1,1,5137519.760980,-1,2019,5517541.174196,540,5,0,0,0,0,0,0,0,0,45,850,0,0,0,0,0,0
20190605190812,-1,1,43,2,1,29,1,2,2,-1,2,1,2,1,81720,0,1,1,2,7,3404954.668629,40,2019,2719513.188986,720,30,230,0,0,0,90,0,60,0,60,110,0,0,0,0,140,0
20190605190813,-1,1,42,2,1,37,1,2,2,-1,2,-1,2,2,56000,0,-1,3,7,7,3584408.126324,26,2019,3865378.341567,595,32,173,5,0,0,180,0,0,0,90,90,40,0,0,0,235,0
20190605190815,-1,1,43,2,1,64,1,2,-1,-1,2,1,0,1,250000,0,1,1,-1,4,8133523.955426,40,2019,9466357.769679,575,10,0,0,460,0,85,0,0,0,30,130,0,0,0,0,150,0
20190605190821,-1,1,40,2,1,52,1,2,-1,-1,1,2,2,1,288461,0,-1,1,10,5,8902593.283376,70,2019,11484857.204885,490,10,140,0,560,0,5,0,0,0,40,160,0,0,0,0,35,0
20190605190824,-1,1,39,2,2,80,2,2,-1,-1,2,-1,0,1,125000,0,-1,3,-1,7,3870408.884046,37,2019,4153250.736977,630,235,0,0,0,0,0,0,0,0,90,485,0,0,0,0,0,0
20190605190825,-1,1,43,2,2,50,1,1,-1,-1,2,-1,1,1,93250,0,-1,3,10,1,1701631.267112,80,2019,1599938.980593,870,60,390,0,0,0,0,0,0,0,30,30,0,0,0,0,60,0
20190605190841,-1,1,40,2,1,46,5,-1,2,-1,2,1,2,-1,-1,0,1,1,10,6,15098754.485978,-1,2019,20428294.007838,600,60,0,0,0,0,110,0,0,0,45,405,90,0,0,0,130,0
20190605190843,-1,1,43,2,1,28,2,2,2,-1,2,1,0,1,109615,0,1,1,-1,7,10816833.083880,40,2019,9532239.326031,675,175,0,0,0,0,30,70,0,0,120,320,0,0,0,0,50,0
20190605190844,-1,1,40,2,1,68,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,6,3924629.866976,-1,2019,3686621.205534,930,120,0,0,0,0,0,0,0,0,180,210,0,0,0,0,0,0
20190605190849,-1,1,43,2,1,56,1,2,-1,-1,1,-1,0,1,230769,0,-1,3,-1,7,2159016.049272,50,2019,2438798.511339,530,130,0,0,180,0,60,0,0,0,120,300,90,0,0,0,30,0
20190605190851,-1,2,41,2,2,52,1,2,-1,-1,1,1,0,1,144230,0,1,1,-1,1,3897918.048719,40,2019,3572867.800898,1002,0,0,0,0,0,0,0,0,0,20,200,0,82,0,70,16,50
20190605190853,-1,1,42,2,1,37,1,2,2,-1,2,1,2,2,80000,0,1,1,5,6,8506223.566726,30,2019,10929280.584431,570,60,30,10,0,0,130,0,0,0,120,405,0,0,0,0,115,0
20190605190855,-1,1,44,2,2,42,2,2,2,-1,2,-1,2,1,72000,0,-1,3,11,5,7827292.741244,40,2019,10903740.625539,1235,45,0,0,0,0,0,0,0,0,40,120,0,0,0,0,0,0
20190605190857,-1,1,42,2,1,34,1,2,2,-1,1,-1,0,1,80769,0,-1,3,-1,5,12208037.846791,40,2019,12485729.066797,630,45,0,0,445,0,0,0,0,0,95,60,110,0,0,0,55,0
20190605190859,-1,2,40,2,1,63,5,-1,-1,-1,1,-1,0,-1,-1,0,-1,3,-1,1,2162624.936283,-1,2019,2647284.646568,660,60,0,0,0,0,0,0,0,0,60,660,0,0,0,0,0,0
20190605190861,-1,1,42,2,1,60,5,-1,-1,-1,2,1,0,-1,-1,0,1,1,-1,7,4959977.242753,-1,2019,6637727.262302,615,45,0,60,0,0,0,0,0,0,90,500,0,0,0,0,130,0
20190605190863,-1,1,44,2,1,53,1,2,-1,-1,2,-1,0,1,201923,0,-1,3,-1,7,2890190.217674,45,2019,2917533.571267,480,0,0,120,0,0,4,60,0,0,150,240,130,0,0,0,256,0
20190605190868,-1,2,43,2,1,36,1,2,2,-1,1,2,2,1,112000,0,-1,1,6,6,9520071.773191,50,2019,10041185.865130,405,40,0,0,570,0,90,0,0,0,45,170,0,0,0,0,120,0
20190605190870,-1,1,34,2,1,16,5,-1,1,1,1,-1,1,-1,-1,0,-1,3,16,7,8267980.116532,-1,2019,8054653.141111,665,225,0,0,0,0,0,0,0,0,40,290,0,0,0,30,100,90
